id,api_type,api_name,http_verb,uri,descriptions,parameters,amorphous_uri,tidy_uri,amorphous_comment,inconsistent_archetype,consistent_archetype,inconsistent_archetype_comment,flat_endpoint,structured_endpoint,flat_endpoint_comment
376,REST,ClearBlade,POST , /admin/logout ," Logs a CB developer out of their session
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
377,REST,ClearBlade,POST , /admin/systemmanagement ," Creates a new system in a developers account
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
378,REST,ClearBlade,GET , /admin/systemmanagement ," Gets a systems info
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
379,REST,ClearBlade,PUT , /admin/systemmanagement ," Updates a systems info
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
380,REST,ClearBlade,DELETE , /admin/systemmanagement ," Deletes a system
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
381,REST,ClearBlade,POST , /admin/collectionmanagement ," Creates a new collection or connection in a system
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
382,REST,ClearBlade,PUT , /admin/collectionmanagement ," Updates an existing connection in a system
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
383,REST,ClearBlade,PUT , /admin/collectionmanagement , Creates a column within an existing collection,,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
384,REST,Coursera,GET	, /api/businesses.v1/{orgId}/contents ," Returns a paginated list of courses and specializations that are available through your learning programs. If a program has a specialization, we also include the courses within it  "," 
",0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
385,REST,Coursera,GET	, /api/businesses.v1/{orgId}/contents/{id}	, Returns a list that contains one object.  ," 
",0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
386,REST,Coursera,GET	, /api/businesses.v1/{orgId}/courseGradebookReports , Retrieve course item-specific grading information with search criteria  ," 
",0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
387,REST,Coursera,GET, /api/businesses.v1/{orgId}/enrollmentReports	," Returns a paginated list of course progress summaries for all users that are managed in your account. Each entry in the list represents a single user's progress for a single course. The overall progress is a number between 0 to 100, highlighting percentage of items completed by the learner. It is possible for a learner to have COMPLETED a course but have overall progress < 100, as a learner needs only to pass all graded items in order to complete a course. "," 
",0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
388,REST,Coursera,GET	,/api/businesses.v1/{orgId}/programs,	Returns a paginated list of active learning programs created within your account. ," 
",0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
389,REST,Coursera,GET	,/api/businesses.v1/{orgId}/programs/{programId}/courseMaterials/{courseId} , Returns a paginated list of individual course materials for a given course.," 
",0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
390,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/curriculumCollections, Returns a paginated list of curriculum collections in your program. ," 
",0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
391,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/invitations	, This adds a user as an invitee to a program. The external user id in the request can be an LMS / App specific identifier that can be later used for downstream calls. You can also trigger the invitation email to be sent automatically by specifying true for sendEmail in the request. ,"
",0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
392,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/invitations?action=multiCreate	, This adds multiple users as invitees to a program. The external user id in the request can be an LMS / App specific identifier that can be later used for downstream calls. You can also trigger the invitation email to be sent automatically by specifying true for sendEmail in the request. ," 
",0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
393,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/memberships	, Returns a paginated list of accepted members in your program. ," 
",0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
394,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/memberships	, Creates a program membership for the user. Note that this will only work if the user already has a Coursera account. ," 
",0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
395,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/memberships/{programId~externalId}	," This checks whether a user is a member of a specified program. The external user id in the request will be set either via SSO, or added when inviting the user.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
396,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/programEnrollments	," Enrolls a selected user into a specific course. Note that this will only work if the user already has a Coursera account and a current program membership.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
397,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/programEnrollments/{external_id~content_type~content_id}	," For a specific user, return whether they are currently enrolled in a specific course
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
398,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/users	," Update a user data in organization's program by email or externalId.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
399,REST,Coursera,GET	, /api/businesses.v1/{orgId}/users	 ," Returns a paginated list of users within your organiation.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
400,REST,Coursera,POST , /api/businesses.v1/{orgId}/users ," Updates or deletes a user in the organization by email.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
401,REST,Coursera,GET	, /api/rest/v1/enterprise/organizations/{orgId}/skillsetReport ," Returns a paginated list of Skillsets reports of the given organization.
",,0,1,Tidy Endpoint,1,0,Singular Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
402,REST,Coursera,GET	, /api/rest/v1/enterprise/organizations/{orgId}/skillsets	," Returns a paginated list of all SkillSets in an enterprise organization. Each entry in the list represents a single SkillSet.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
403,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/learner-skill-scores ," Returns the skills scores of a single learner in your learning program. Max 10 skills.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
404,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skillsets	," Returns a paginated list of all SkillSets in your enterprise program. Each entry in the list represents a single SkillSet.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
405,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skillsets/learner-progress	," Returns the Skillset progress of a single learner in your learning program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
406,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skillsets/{skillsetId}/skills/{skillId}/recommendations ," Returns a paginated list of all content recommendations for a skill within a SkillSet.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
407,REST,Coursera,GET	, /api/businesses.v1/{orgId}/contents	," Returns a paginated list of courses and specializations that are available through your learning programs. If a program has a specialization, we also include the courses within it
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
408,REST,Coursera,GET	, /api/businesses.v1/{orgId}/contents/{id} ," Returns a list that contains one object.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
409,REST,Coursera,GET	, /api/businesses.v1/{orgId}/courseGradebookReports	," Retrieve course item-specific grading information with search criteria
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
410,REST,Coursera,GET	, /api/businesses.v1/{orgId}/enrollmentReports ," Returns a paginated list of course progress summaries for all users that are managed in your account. Each entry in the list represents a single userâ€™s progress for a single course. The overall progress is a number between 0 to 100, highlighting percentage of items completed by the learner. It is possible for a learner to have COMPLETED a course but have overall progress < 100, as a learner needs only to pass all graded items in order to complete a course.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
411,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs	," Returns a paginated list of active learning programs created within your account.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
412,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/courseMaterials/{courseId} ," Returns a paginated list of individual course materials for a given course.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
413,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/curriculumCollections ," Returns a paginated list of curriculum collections in your program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
414,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/invitations	," Returns a paginated list of pending invitations in your program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
415,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/invitations	," This adds a user as an invitee to a program. The external user id in the request can be an LMS / App specific identifier that can be later used for downstream calls. You can also trigger the invitation email to be sent automatically by specifying true for sendEmail in the request.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
416,REST,Coursera,DELETE	, /api/businesses.v1/{orgId}/programs/{programId}/invitations/{programId~externalId}	," Delete a pending program invitation.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
417,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/invitations?action=multiCreate ," This adds multiple users as invitees to a program. The external user id in the request can be an LMS / App specific identifier that can be later used for downstream calls. You can also trigger the invitation email to be sent automatically by specifying true for sendEmail in the request.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
418,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/memberships	," Returns a paginated list of accepted members in your program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
419,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/memberships	," Creates a program membership for the user. Note that this will only work if the user already has a Coursera account.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
420,REST,Coursera,DELETE	, /api/businesses.v1/{orgId}/programs/{programId}/memberships/{programId~externalId}	,"Delete a user from the program. The membership id here is the id returned by the API call to list of memberships. The learner will need to be reinvited to rejoin the program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
421,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/memberships/{programId~externalId}	," This checks whether a user is a member of a specified program. The external user id in the request will be set either via SSO, or added when inviting the user.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
422,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/programEnrollments	," Enrolls a selected user into a specific course. Note that this will only work if the user already has a Coursera account and a current program membership.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
423,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/programEnrollments/{external_id~content_type~content_id}	 ," For a specific user, return whether they are currently enrolled in a specific course
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
424,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/users ," Update a user data in organization's program by email or externalId.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
425,REST,Coursera,GET	, /api/businesses.v1/{orgId}/users ," Returns a paginated list of users within your organiation.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
426,REST,Coursera,POST , /api/businesses.v1/{orgId}/users ," Updates or deletes a user in the organization by email.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
427,REST,Coursera,DELETE , /api/businesses.v1/{orgId}/users/{externalId} ," Delete a user from all programs. This also revokes access to the corresponding courses/specializations in the programs.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
428,REST,Coursera,GET ,	/api/rest/v1/enterprise/organizations/{orgId}/skillsetReport ," Returns a paginated list of Skillsets reports of the given organization.
",,0,1,Tidy Endpoint,1,0,Singular Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
429,REST,Coursera,GET	, /api/rest/v1/enterprise/organizations/{orgId}/skillsets ," Returns a paginated list of all SkillSets in an enterprise organization. Each entry in the list represents a single SkillSet.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
430,REST,Coursera,GET	, /api/rest/v1/enterprise/program/{programId}/skillsetReport ," Returns a paginated list of Skillsets reports of the given program.
",,0,1,Tidy Endpoint,1,0,Singular Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
431,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/learner-skill-scores ," Returns the skills scores of a single learner in your learning program. Max 10 skills.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
432,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skills/{skillId}/scores ," Returns the Skill scores of a single skill for up to 10 learners.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
433,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skillsets ," Returns a paginated list of all SkillSets in your enterprise program. Each entry in the list represents a single SkillSet.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
434,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skillsets/learner-progress	," Returns the Skillset progress of a single learner in your learning program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
435,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skillsets/{skillsetId}/recommendations	," Returns a paginated list of all content recommendations for a SkillSet.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
436,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skillsets/{skillsetId}/skills/{skillId}/recommendations ," Returns a paginated list of all content recommendations for a skill within a SkillSet.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
437,REST,Coursera,GET	, /api/businesses.v1/{orgId}/contents ," Returns a paginated list of courses and specializations that are available through your learning programs. If a program has a specialization, we also include the courses within it
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
438,REST,Coursera,GET	, /api/businesses.v1/{orgId}/contents/{id} ," Returns a list that contains one object.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
439,REST,Coursera,GET	, /api/businesses.v1/{orgId}/courseGradebookReports ," Retrieve course item-specific grading information with search criteria
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
440,REST,Coursera,GET	, /api/businesses.v1/{orgId}/enrollmentReports ," Returns a paginated list of course progress summaries for all users that are managed in your account. Each entry in the list represents a single userâ€™s progress for a single course. The overall progress is a number between 0 to 100, highlighting percentage of items completed by the learner. It is possible for a learner to have COMPLETED a course but have overall progress < 100, as a learner needs only to pass all graded items in order to complete a course.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
441,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs ," Returns a paginated list of active learning programs created within your account.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
442,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/courseMaterials/{courseId} ," Returns a paginated list of individual course materials for a given course.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
443,REST,Coursera,GET , /api/businesses.v1/{orgId}/programs/{programId}/curriculumCollections ," Returns a paginated list of curriculum collections in your program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
444,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/invitations	," Returns a paginated list of pending invitations in your program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
445,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/invitations	," This adds a user as an invitee to a program. The external user id in the request can be an LMS / App specific identifier that can be later used for downstream calls. You can also trigger the invitation email to be sent automatically by specifying true for sendEmail in the request.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
446,REST,Coursera,DELETE , /api/businesses.v1/{orgId}/programs/{programId}/invitations/{programId~externalId} ," Delete a pending program invitation.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
447,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/invitations?action=multiCreate ," This adds multiple users as invitees to a program. The external user id in the request can be an LMS / App specific identifier that can be later used for downstream calls. You can also trigger the invitation email to be sent automatically by specifying true for sendEmail in the request.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
448,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/memberships	," Returns a paginated list of accepted members in your program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
449,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/memberships	," Creates a program membership for the user. Note that this will only work if the user already has a Coursera account.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
450,REST,Coursera,DELETE	, /api/businesses.v1/{orgId}/programs/{programId}/memberships/{programId~externalId} ," Delete a user from the program. The membership id here is the id returned by the API call to list of memberships. The learner will need to be reinvited to rejoin the program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
451,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/memberships/{programId~externalId} ," This checks whether a user is a member of a specified program. The external user id in the request will be set either via SSO, or added when inviting the user.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
452,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/programEnrollments ," Enrolls a selected user into a specific course. Note that this will only work if the user already has a Coursera account and a current program membership.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
453,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/programEnrollments/{external_id~content_type~content_id} ," For a specific user, return whether they are currently enrolled in a specific course
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
454,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/users ," Update a user data in organization's program by email or externalId.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
455,REST,Coursera,GET	, /api/businesses.v1/{orgId}/users ," Returns a paginated list of users within your organiation.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
456,REST,Coursera,POST , /api/businesses.v1/{orgId}/users ," Updates or deletes a user in the organization by email.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
457,REST,Coursera,DELETE , /api/businesses.v1/{orgId}/users/{externalId} ," Delete a user from all programs. This also revokes access to the corresponding courses/specializations in the programs.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
458,REST,Coursera,GET	, /api/rest/v1/enterprise/organizations/{orgId}/skillsetReport ," Returns a paginated list of Skillsets reports of the given organization.
",,0,1,Tidy Endpoint,1,0,Singular Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
459,REST,Coursera,GET	, /api/rest/v1/enterprise/organizations/{orgId}/skillsets ," Returns a paginated list of all SkillSets in an enterprise organization. Each entry in the list represents a single SkillSet.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
460,REST,Coursera,GET	, /api/rest/v1/enterprise/program/{programId}/skillsetReport ," Returns a paginated list of Skillsets reports of the given program.
",,0,1,Tidy Endpoint,1,0,Singular Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
461,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/learner-skill-scores ," Returns the skills scores of a single learner in your learning program. Max 10 skills.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
462,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skills/{skillId}/scores ," Returns the Skill scores of a single skill for up to 10 learners.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
463,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skillsets ," Returns a paginated list of all SkillSets in your enterprise program. Each entry in the list represents a single SkillSet.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
464,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skillsets/learner-progress	," Returns the Skillset progress of a single learner in your learning program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
465,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skillsets/{skillsetId}/recommendations	," Returns a paginated list of all content recommendations for a SkillSet.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
466,REST,Coursera,GET	, /api/rest/v1/enterprise/programs/{programId}/skillsets/{skillsetId}/skills/{skillId}/recommendations ," Returns a paginated list of all content recommendations for a skill within a SkillSet.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
467,REST,Coursera,GET	, /api/businesses.v1/{orgId}/contents	," Returns a paginated list of courses and specializations that are available through your learning programs. If a program has a specialization, we also include the courses within it
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
468,REST,Coursera,GET , /api/businesses.v1/{orgId}/contents/{id} ," Returns a list that contains one object.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
469,REST,Coursera,GET , /api/businesses.v1/{orgId}/courseGradebookReports ," Retrieve course item-specific grading information with search criteria
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
470,REST,Coursera,GET	, /api/businesses.v1/{orgId}/enrollmentReports ," Returns a paginated list of course progress summaries for all users that are managed in your account. Each entry in the list represents a single userâ€™s progress for a single course. The overall progress is a number between 0 to 100, highlighting percentage of items completed by the learner. It is possible for a learner to have COMPLETED a course but have overall progress < 100, as a learner needs only to pass all graded items in order to complete a course.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
471,REST,Coursera,GET , /api/businesses.v1/{orgId}/programs	," Returns a paginated list of active learning programs created within your account.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
472,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/courseMaterials/{courseId}	," Returns a paginated list of individual course materials for a given course.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
473,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/curriculumCollections ," Returns a paginated list of curriculum collections in your program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
474,REST,Coursera,GET , /api/businesses.v1/{orgId}/programs/{programId}/invitations	," Returns a paginated list of pending invitations in your program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
475,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/invitations	," This adds a user as an invitee to a program. The external user id in the request can be an LMS / App specific identifier that can be later used for downstream calls. You can also trigger the invitation email to be sent automatically by specifying true for sendEmail in the request.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
476,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/invitations?action=multiCreate ," This adds multiple users as invitees to a program. The external user id in the request can be an LMS / App specific identifier that can be later used for downstream calls. You can also trigger the invitation email to be sent automatically by specifying true for sendEmail in the request.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
477,REST,Coursera,GET	, /api/businesses.v1/{orgId}/programs/{programId}/memberships ," Returns a paginated list of accepted members in your program.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
478,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/memberships	 ," Creates a program membership for the user. Note that this will only work if the user already has a Coursera account.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
479,REST,Coursera,GET , /api/businesses.v1/{orgId}/programs/{programId}/memberships/{programId~externalId} ," This checks whether a user is a member of a specified program. The external user id in the request will be set either via SSO, or added when inviting the user.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
480,REST,Coursera,POST , /api/businesses.v1/{orgId}/programs/{programId}/users ," Update a user data in organization's program by email or externalId.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
481,REST,Coursera,GET	, /api/businesses.v1/{orgId}/users ," Returns a paginated list of users within your organiation.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
482,REST,Coursera,POST , /api/businesses.v1/{orgId}/users ," Updates or deletes a user in the organization by email.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
483,REST,Coursera,GET	, /api/rest/v1/enterprise/organizations/{orgId}/skillsetReport ," Returns a paginated list of Skillsets reports of the given organization.
",,0,1,Tidy Endpoint,1,0,Singular Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
