Response ID,AmorphousEndpoint,AmorphousEndpointURating,AmorphousEndpointRRating,ContextlessResource,ContextlessResourceURating,ContextlessResourceRRating,CRUDyEndpoint,CRUDyEndpointURating,CRUDyEndpointRRating,InconsistentDoc,InconsistentDocURating,InconsistentDocRRating,NonDescriptiveEndpoint,NonDescriptiveEndpointURating,NonDescriptiveEndpointRRating,NonHierarchicalNodes,NonHierarchicalNodesURating,NonHierarchicalNodesRRating,NonPertinentDoc,NonPertinentDocURating,NonPertinentDocRRating,NonStandardEndpoint,NonStandardEndpointURating,NonStandardEndpointRRating,PluralizedNodes,PluralizedNodesURating,PluralizedNodesRRating,UnversionedEndpoint,UnversionedEndpointURating,UnversionedEndpointRRating,ParameterTunneling,ParameterTunnelingURating,ParameterTunnelingRRating,InconsistentArchetype,InconsistentArchetypeURating,InconsistentArchetypeRRating,IdentifierAmbiguity,IdentifierAmbiguityURating,IdentifierAmbiguityRRating,FlatEndpoint,FlatEndpointURating,FlatEndpointRRating,TidyEndpoint,TidyEndpointURating,TidyEndpointRRating,ContextualResource,ContextualResourceURating,ContextualResourceRRating,VerblessEndpoint,VerblessEndpointURating,VerblessEndpointRRating,ConsistentDoc,ConsistentDocURating,ConsistentDocRRating,DescriptiveEndpoint,DescriptiveEndpointURating,DescriptiveEndpointRRating,HierarchicalNodes,HierarchicalNodesURating,HierarchicalNodesRRating,PertinentDoc,PertinentDocURating,PertinentDocRRating,StandardEndpoint,StandardEndpointURating,StandardEndpointRRating,SingularizedNodes,SingularizedNodesURating,SingularizedNodesRRating,VersionedEndpoint,VersionedEndpointURating,VersionedEndpointRRating,ParameterAdherence,ParameterAdherenceURating,ParameterAdherenceRRating,ConsistentArchetype,ConsistentArchetypeURating,ConsistentArchetypeRRating,IdentifierAnnotation,IdentifierAnnotationURating,IdentifierAnnotationRRating,StructuredEndpoint,StructuredEndpointURating,StructuredEndpointRRating,Country,Profession,DeveloperPerspective,is_Developer,is_Student,is_Academia,is_Canada,YearsOfExperience,RichardsonMaturity,MaturityLevel,Your perspective on current API design guidelines and practices. ,Do poor linguistic design practices impact the understandability and readability of APIs? ,Do API design practices impact the understandability and readability of APIs? ,Are you happy with the survey design? ,How can we improve our survey design? ,AmorphousEndpointTime,ContextlessResourceTime,CRUDyEndpointTime,InconsistentDocTime,NonDescriptiveEndpointTime,NonHierarchicalNodesTime,NonPertinentDocTime,NonStandardEndpointTime,PluralizedNodesTime,UnversionedEndpointTime,ParameterTunnelingTime,InconsistentArchetypeTime,IdentifierAmbiguityTime,FlatEndpointTime,TidyEndpointTime,ContextualResourceTime,VerblessEndpointTime,ConsistentDocTime,DescriptiveEndpointTime,HierarchicalNodesTime,PertinentDocTime,StandardEndpointTime,SingularizedNodesTime,VersionedEndpointTime,ParameterAdherenceTime,ConsistentArchetypeTime,IdentifierAnnotationTime,StructuredEndpointTime
215,0,5,2,0,3,1,1,1,1,0,1,1,0,1,1,1,1,1,0,5,3,1,1,1,1,1,1,1,4,2,0,4,2,0,3,1,1,2,2,1,4,2,1,3,3,1,2,1,1,1,1,1,1,3,0,1,1,1,2,1,1,5,2,1,1,1,1,1,1,1,4,2,1,3,2,0,4,2,1,3,2,1,3,2,"Dhaka, Bangladesh",Software Engineer / Developer,Both API user and developer,1,0,0,0,1.5,0,1,"Some API naming convention is too much confusing. 
Be simple but informative.",Yes,Yes,0,"Some API naming convention is too much confusing. 
Be simple but informative",97.64,88.14,33.12,39.07,46.02,27.96,108.35,14.36,24.97,54.36,69.43,36.26,78.68,36.36,50.54,92.53,19.29,25.95,15.72,36.07,32.67,20.03,13.83,16.68,14.93,32.64,19.57,12.76
220,0,2,2,0,1,1,1,2,2,1,3,2,0,2,1,0,1,1,0,1,1,0,2,2,0,2,2,0,1,1,0,1,1,0,2,2,0,1,1,0,1,1,0,4,3,0,3,2,1,1,1,0,2,1,0,2,2,0,2,2,0,2,2,0,4,3,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,Bangladesh,Student,No Idea,0,1,0,0,0,0,1,"Sir, we miss you badly.
Rubaet(Hope you remembers🙃)",No idea,No idea,1,Its good.,13.69,32.5,25.68,29.3,12.69,9.74,18.07,26.72,6.99,12.65,19.4,32.14,24.6,15.28,24.9,20.99,25.82,9.91,20.63,12.64,19.13,11.1,5.34,13.04,10.05,17.54,11.53,14.36
241,1,2,2,0,2,2,0,1,1,1,1,1,0,2,2,0,2,2,1,4,4,1,3,3,1,2,2,0,3,3,0,3,3,0,2,2,0,2,2,0,4,4,1,1,1,0,3,2,1,3,2,1,2,3,0,2,2,1,2,1,0,2,2,1,2,2,1,1,1,0,1,1,0,2,2,0,2,2,0,3,3,0,3,3,Bangladesh,Student,API developer / designer,0,1,0,0,1,1,1,learner,no,yes,0,can make this more understandable for all,154.77,95.47,30.05,18.01,22.76,65.35,69.72,49.19,63.31,70.35,40.44,118.21,154.75,49.61,18.96,107.03,64.44,62.68,29.49,73.23,62.23,433.18,32.41,30.32,23.6,46.66,61.86,17.36
243,1,4,3,0,3,3,0,4,4,0,2,3,0,4,3,0,4,4,0,3,3,0,3,3,1,3,4,1,2,2,1,3,3,1,4,4,1,3,3,0,4,4,1,1,1,1,2,2,1,2,2,0,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,Bangladesh,Student,API user / client developer,0,1,0,0,1,0,0,,,,1,,36.43,170.4,62.78,71.94,64.63,16.09,53.71,26.58,17.94,41.25,16.16,16.96,58.38,16.37,33.11,103.67,38.15,9.76,23.52,18.35,42.54,33.11,15.31,34.75,10.66,16.31,18.34,50.54
244,1,3,3,0,4,4,1,4,4,0,3,3,0,4,4,1,4,4,0,4,4,0,4,4,1,2,2,1,1,1,0,3,3,0,3,3,1,2,2,1,1,1,1,2,2,1,1,1,1,4,4,1,2,2,1,2,2,1,4,3,1,2,2,1,3,3,0,2,3,1,4,4,1,3,3,1,1,1,0,2,2,1,2,2,Bangladesh,Student,Both API user and developer,0,1,0,0,2,0,0,,,,1,,23.63,85.77,19.85,11.16,78.25,15.11,18.62,11.35,34.48,15.2,120.14,25.29,12.15,10.04,18.13,29.44,12.12,21.57,27.31,23.37,61.08,31.76,26.36,13.55,12.79,51.72,29.95,22.26
245,0,4,4,1,3,3,0,2,3,0,2,3,0,4,5,0,3,4,0,4,3,0,4,3,1,4,5,1,4,5,1,4,3,0,4,4,0,4,3,1,2,1,1,2,3,1,1,1,0,2,3,1,3,1,0,3,2,0,2,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,Bangladesh,Student,Both API user and developer,0,1,0,0,3,1,1,,,,1,,12.32,16.08,16.72,27.72,10.06,24.68,9.64,15.52,10.85,24.01,15.37,48.12,12.83,72.58,13.78,78.12,61.75,11.36,13.73,7.61,15.73,16.11,17.1,14.58,14.91,41.27,11.91,15.72
246,0,3,4,1,2,2,0,3,3,1,1,1,0,5,5,1,4,5,0,2,3,1,4,3,0,3,4,1,4,4,0,4,3,1,3,4,0,5,5,1,5,5,0,2,1,1,2,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,Bangladesh,Student,Both API user and developer,0,1,0,0,2,0,0,,,,1,,16,37.93,10.37,20.67,11.61,17.72,37.97,11.87,28.87,11.42,80.39,20.04,16.75,13.72,15.26,91.31,17.75,13.5,17.84,53.23,10.68,12.33,10.52,40.03,18.63,34.38,17.63,30.73
247,1,3,4,1,3,2,1,3,3,1,4,4,1,4,3,0,3,4,1,3,4,0,4,3,0,4,4,1,4,3,0,4,3,1,3,3,1,2,3,1,3,4,0,1,2,1,1,2,1,1,2,1,1,1,0,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,Bangladesh,Student,API developer / designer,0,1,0,0,2,0,0,,,,1,,22.84,16.83,21.79,26.69,9.52,12.29,69.68,13.6,30.55,11.72,38.26,7.76,11.93,7.67,10.93,12.11,13.84,10.18,27.62,15.99,10.1,15.19,22.22,15.55,9.58,10.96,11.29,20.05
248,0,3,4,0,4,5,0,2,2,1,4,5,0,5,4,0,4,4,0,5,4,0,4,4,0,4,5,1,2,2,1,3,4,1,4,4,0,4,3,0,4,5,0,3,3,1,2,1,0,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,3,0,3,3,0,3,3,Bangladesh,Student,Both API user and developer,0,1,0,0,1,0,0,,,,1,,6.94,9.63,12.33,11.62,6.46,7.09,8.01,15.56,11.35,10.5,37.25,24.42,9.4,10.1,13.17,22.29,9.9,31.2,17.99,10.85,21.2,10.27,8.55,18.94,16.29,8.94,12.44,12.7
249,1,2,4,1,3,4,1,3,3,1,4,4,1,3,4,1,2,4,1,4,4,0,4,3,1,3,2,1,3,2,0,3,4,1,3,3,1,4,4,1,2,3,0,1,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,0,2,1,1,2,1,1,2,2,1,2,3,1,2,1,1,1,1,Bangladesh,Student,Both API user and developer,0,1,0,0,1,0,0,,,,1,,10.37,13.92,13.83,7.07,24.76,7.61,10.2,19.16,7.06,34.86,10.58,8.68,10.69,10.08,9.76,10.01,12.68,30.18,13.88,12.99,7.15,8.32,6.62,12.42,9.58,6.48,7.74,30.45
250,0,3,4,0,4,5,0,3,4,0,4,5,0,3,4,0,3,3,1,4,3,1,3,4,0,3,4,1,4,5,0,4,4,1,4,4,1,4,4,1,3,2,0,1,1,0,2,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,Bangladesh,Student,API user / client developer,0,1,0,0,3,1,2,,,,1,,15.88,5.67,7.12,6.76,78.42,8.16,5.65,6.34,6.65,34.88,13.53,13.47,11.8,32.66,8.57,10.75,22.05,9.03,8.6,28.45,8.31,10.75,30.2,10.24,9.88,8.59,31.79,41.85
251,1,3,3,1,3,3,0,4,4,0,3,4,0,4,4,1,4,5,0,4,5,1,3,3,1,4,4,1,4,4,0,4,4,1,4,4,0,4,4,1,3,3,0,1,2,1,2,1,1,1,2,1,2,2,1,2,3,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,Bangladesh,Software Engineer / Developer,API user / client developer,1,0,0,0,2,0,0,,,,1,,14.2,15.02,11.42,45.21,30.62,14.84,10.71,19.42,30.46,11.2,25.63,15.62,27.23,10.99,10.63,40.71,14.6,20.93,17.46,10.89,20.89,8.47,10.01,47.57,9.87,44.92,13.87,6.88
252,1,3,3,1,4,4,1,4,3,0,4,4,1,4,4,0,3,3,0,4,4,1,4,5,1,4,4,1,4,4,0,4,4,1,5,5,1,3,3,1,4,4,0,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,2,3,0,4,3,1,3,3,1,2,1,1,1,2,Bangladesh,Student,Both API user and developer,0,1,0,0,1,0,0,,,,1,,9.69,92.71,7.41,7.24,19.03,36.54,19.66,18.81,23.32,22.82,10.9,14.08,7.68,66.4,6.62,9.05,7.02,8.98,12.83,11.09,6.69,18.32,10.07,6.79,13.93,10.23,6.32,13.3
253,1,3,2,1,3,2,1,3,4,0,4,4,1,4,4,0,4,3,0,2,3,1,4,4,1,4,4,1,4,3,0,4,4,0,3,4,0,4,5,0,5,4,0,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,3,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,Bangladesh,Student,API user / client developer,0,1,0,0,2,1,0,,,,1,,14.29,8.82,6.55,7.82,10.1,11.06,6.85,13.36,7.52,36.44,8.32,8.67,6.77,16.94,5.71,79.81,7.45,7.21,5.69,8.43,9.6,7.37,11.15,14.03,15.62,19.48,7.25,9.29
254,1,3,3,0,3,4,0,4,4,1,4,3,1,4,3,1,4,4,1,4,5,1,3,4,0,4,4,0,4,5,1,5,5,0,4,4,0,4,4,1,4,4,0,2,2,1,2,1,0,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,Bangladesh,Student,Both API user and developer,0,1,0,0,3,0,0,,,,1,,14.99,7.65,9.1,8.17,10.47,6.18,43.87,8.18,8,7.29,6.2,7.84,5.48,7.33,8.84,31.1,20.11,6.59,17.26,12.29,16.8,8.13,12.52,17.92,12.47,11.61,14.49,6.85
255,0,4,4,1,4,4,1,4,4,1,4,5,0,4,4,0,4,4,0,4,5,1,4,5,1,5,5,1,5,4,1,4,4,1,5,5,0,5,5,1,4,4,0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,Bangladesh,Student,API user / client developer,0,1,0,0,1,0,0,,,,1,,9.62,11.86,8.08,9.11,9.58,6.44,10.74,10.13,57.97,5.53,11.31,5.81,8.91,7.64,7,8.6,13.78,20.19,9.66,8.24,16.01,11.25,11.83,30.18,9.2,7.89,8.36,10.44
256,0,4,4,0,4,3,1,5,5,1,4,4,0,4,5,0,4,4,0,4,5,0,3,4,0,4,5,0,4,4,1,4,4,1,4,4,0,3,4,1,5,4,0,2,2,1,1,1,0,2,2,1,1,1,1,1,1,0,2,2,1,2,1,1,1,3,1,1,1,0,1,2,1,1,1,1,2,1,1,1,1,1,1,1,Bangladesh,Student,API user / client developer,0,1,0,0,2,0,0,,,,1,,8.26,17.59,16.91,37.61,30.33,11.99,58.23,26.75,26.67,11.65,7.67,103.41,11.68,22.93,16.14,11.75,19.94,9.2,18.37,21.04,5.75,8.13,16.03,10.8,15.36,6.9,23.15,5.94
257,1,2,3,1,3,3,0,3,4,0,4,3,1,3,4,0,4,4,0,4,4,1,4,4,1,4,4,1,4,4,0,4,5,1,4,4,0,4,3,0,5,5,0,2,2,1,1,1,0,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,Bangladesh,Student,API user / client developer,0,1,0,0,1,0,0,,,,1,,13.79,30.85,18.7,26.29,7.23,17.75,8.07,41.2,6.42,9.91,36.06,13.18,12.03,21.82,8.39,28.01,6.26,7.92,8.71,22.4,30.73,10.02,8.07,10.72,21.37,6.1,16.04,15.08
258,1,3,3,1,4,4,1,4,4,1,4,3,1,3,4,1,4,4,1,3,3,1,4,3,1,3,4,1,4,4,1,3,3,0,4,3,1,4,5,0,4,4,0,1,1,1,2,2,0,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,5,4,1,2,1,Bangladesh,Student,API user / client developer,0,1,0,0,2,0,0,,,,1,,17.01,18.71,39.76,16.51,11.74,43.73,40.2,25.17,12.16,27.39,6.51,37.21,7.36,36.76,8.43,31.7,11.46,27.92,8.94,9.18,5.69,10.79,27.26,8.8,16.89,16.43,10.02,33.22
259,0,2,3,1,3,4,0,4,5,0,4,4,0,4,3,0,4,4,1,4,4,1,4,5,0,5,4,1,3,4,1,3,4,0,3,4,0,4,4,0,4,4,0,1,1,1,2,1,0,2,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,Bangladesh,Student,Both API user and developer,0,1,0,0,2,1,0,,,,1,,17.17,33.39,8.33,37.68,21,37.42,33.47,20.43,18.4,25.12,9.35,13.15,15.65,21.84,21.78,9.34,8.17,20.03,15.6,18.17,11.86,15.34,15.79,13.44,8.98,5.37,21.37,72.14
260,1,3,4,0,3,4,1,4,4,1,5,4,1,4,5,1,4,4,0,4,4,0,4,4,1,4,3,0,5,5,1,4,5,1,4,4,0,4,5,1,4,3,0,2,1,1,2,2,0,2,2,1,4,1,1,4,3,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,Bangladesh,Software Engineer / Developer,API user / client developer,1,0,0,0,3,1,1,,,,1,,20.49,23.75,30.89,42.1,22.3,34.48,19.07,30.02,7.19,9.46,6.42,7.45,9.04,10.91,9.22,17.84,9.54,15.39,18.75,8.95,16.8,12.47,12.89,14.53,23.88,11.71,16.52,10.22
261,0,4,4,0,4,4,1,4,4,0,4,3,0,3,4,0,4,5,1,5,5,0,4,4,0,4,4,1,4,4,1,4,4,0,4,4,0,4,4,1,4,4,0,2,1,1,2,2,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,Bangladesh,Software Engineer / Developer,API user / client developer,1,0,0,0,2,0,0,,,,1,,6,34.92,16.21,20.16,23.66,10.96,41.9,8.04,27.83,38.73,10.89,49.77,29.56,18,19.96,15.55,9.55,7.27,24.13,18.27,15.68,9.9,9.2,10.54,6.21,14.13,42.16,10.45
262,0,4,5,0,4,5,0,3,4,0,4,4,0,5,5,0,4,4,0,4,4,0,4,4,0,4,4,0,4,5,0,4,5,0,4,4,0,4,4,0,4,4,0,2,1,1,1,1,0,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,Bangladesh,Teaching (Professor),API user / client developer,0,0,1,0,3,1,3,na,yes,yes,1,,26.95,24.55,16.91,11.15,25.15,19.49,17.1,9.65,15.04,10.52,45.25,24.65,24.89,11.91,5.73,10.27,9.39,10.65,13.66,11.91,6.52,17.26,23.88,16.94,16.55,23.1,6.49,18.72
263,0,4,4,1,4,4,1,4,3,0,4,5,0,4,4,0,4,4,0,4,5,0,4,5,1,4,5,0,4,4,1,4,5,0,4,4,0,4,4,0,5,4,0,2,1,1,2,1,1,1,2,1,3,1,1,3,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,2,1,Bangladesh,Student,API user / client developer,0,1,0,0,1,0,0,no,no,no,1,,13.49,12.27,8.76,11.26,13.65,36.53,20.14,37.36,15.53,19.39,29.61,6.83,49,25.36,9.8,8.74,15.96,9.08,7.65,10.55,9.58,7.54,8.1,9.66,23.06,10.17,25.57,6.45
264,1,4,4,0,4,4,1,4,5,1,4,4,0,4,5,0,4,4,1,3,4,0,4,5,0,4,4,1,4,3,0,5,4,0,4,5,0,4,5,0,4,4,0,1,2,1,2,1,0,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,Bangladesh,Student,API user / client developer,0,1,0,0,2,0,0,,,,1,,11.85,17.02,36.95,16.9,33.52,33.5,27.94,43.96,22.55,7.48,25.46,12.3,17.02,9.53,5.93,15.45,10.2,7.09,10.86,18.13,6.48,23.51,12.31,11.45,17.08,16.15,9.16,64.95
265,1,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,5,0,4,4,0,4,5,1,5,5,1,4,4,1,4,5,0,4,5,0,5,4,0,4,4,0,2,3,1,2,2,0,2,1,1,2,1,1,2,1,1,2,1,1,4,4,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,Bangladesh,Student,API user / client developer,0,1,0,0,1,0,0,,,,1,,29.56,36.41,22.22,26.11,17.01,13.1,11.11,12.98,11.23,11.14,21.79,11.6,12.21,8.04,15.44,15.93,6.23,16.73,18.4,15.41,16.53,8.74,9.35,15.73,7.09,13.06,14.19,11.25
266,0,4,4,0,4,4,1,3,3,0,4,4,1,4,3,0,4,4,0,4,4,0,4,4,0,4,4,1,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,2,2,1,2,1,0,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,Bangladesh,Student,API user / client developer,0,1,0,0,2,0,0,,,,1,,11.26,20.35,10.78,13.97,6.37,26.37,29.55,25.22,18.39,15.05,27.02,8.12,27.45,20.6,27.41,8.81,10.94,17.86,11.35,10.82,4.98,6.99,24.26,12.8,7.95,12.08,6.41,8.97
267,0,4,4,0,4,4,0,4,3,0,4,4,1,4,4,0,4,4,0,4,4,0,4,5,0,4,4,0,4,4,1,4,4,0,5,5,0,4,5,0,4,4,0,2,2,1,2,1,0,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,Bangladesh,Student,API user / client developer,0,1,0,0,1,0,0,,,,1,,40,32.18,11.59,11.07,14.74,12.88,19.63,13.48,16.06,19.88,14.67,31.5,51.03,19.82,26.56,11.52,11.52,15.14,8.69,11.37,8.41,19.13,13.77,13.85,9.58,10.67,9.88,5.23
268,0,4,4,0,4,4,1,3,3,0,4,4,1,4,4,1,4,4,1,4,5,0,4,5,0,4,4,1,4,4,1,4,4,0,5,5,1,3,4,0,4,4,1,2,2,1,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,Bangladesh,Student,API user / client developer,0,1,0,0,2,0,0,,,,1,,51.82,22.42,7.88,15.88,13.72,15.06,13.69,20.07,78.75,16.72,5.82,6.67,25.49,19.02,16.35,11.05,22.29,11.9,9.04,29.28,9.35,7.12,27.39,9.11,7.45,10.79,15.58,14.28
269,0,4,4,0,4,5,0,4,3,0,4,4,0,4,4,0,4,5,0,4,5,0,4,4,1,3,4,0,4,4,0,4,4,0,4,4,0,5,5,0,4,5,1,1,1,1,2,1,0,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,Bangladesh,Student,API user / client developer,0,1,0,0,2,0,0,,,,1,,11.13,7.96,7.72,16.96,6.29,14.59,19.22,9.16,23.55,14.99,7.62,38.16,38,20.37,11.13,11.45,9.87,13.76,8.96,10.93,8.2,6.9,12.2,13.05,9.16,8.8,6.74,14.17
270,0,4,4,0,4,5,0,4,5,1,4,5,1,4,5,0,4,4,0,4,5,1,3,3,0,4,5,0,4,4,0,4,4,0,4,5,0,4,5,0,4,5,1,2,1,1,2,1,0,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,Bangladesh,Student,API user / client developer,0,1,0,0,2,0,0,,,,1,,6.53,20.7,25.94,17.79,24.39,7.98,43.53,11.99,13.29,9.33,10.65,25.71,12.32,14.53,25.99,14.99,11.5,11.3,12.14,14.29,8.76,27.87,26.28,19.76,18.28,5.32,9.7,11.38
271,0,4,4,0,5,4,1,4,4,0,4,4,0,4,4,0,4,4,0,4,5,0,4,4,1,3,3,1,4,4,0,3,4,1,4,4,1,3,4,0,5,5,1,2,1,1,1,1,0,1,1,1,2,1,0,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,Bangladesh,Software Engineer / Developer,API user / client developer,1,0,0,0,2,0,0,,,,0,,16.19,34.71,23.97,36.51,27.09,55.01,30.88,35.17,17.47,8.07,17.08,14.51,7.16,22.89,9.4,19.43,6.37,29.16,16.83,7.85,28.27,8.05,7.12,20.33,39.48,5.73,12.47,7.83
272,0,4,5,0,4,4,0,4,4,1,4,4,0,4,4,0,4,4,0,4,4,1,3,3,1,4,4,0,4,4,0,4,4,1,4,4,0,4,4,0,4,4,1,2,2,1,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,Bangladesh,Software Engineer / Developer,Both API user and developer,1,0,0,0,1,0,0,,,,1,,6.23,53.04,6.9,6.54,22.83,40.33,8.36,85.78,34.02,37.57,11.11,27.18,14.69,31.05,6.3,28.59,7.32,9.21,31.69,6.2,6.05,7.06,6.26,21.56,9.4,25.44,14.14,17.43
273,0,4,5,0,4,5,1,4,4,1,4,5,0,4,5,0,4,4,0,4,5,0,4,4,0,4,5,0,4,4,1,4,4,1,4,4,0,4,4,0,4,5,1,1,1,1,2,1,0,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,Bangladesh,Student,API user / client developer,0,1,0,0,1,0,0,,,,1,,40.22,24.62,46.21,12.63,53.07,16.43,31.06,21.37,29.55,35.36,14.69,23.07,32.13,37.44,13.34,34.21,6.62,41.49,34.16,53.77,17.47,33.98,13.1,6.1,18.58,23.27,14.2,29.18
274,0,4,5,0,4,4,0,4,5,0,4,5,1,4,5,0,4,5,0,4,5,0,4,4,0,4,5,1,4,5,1,4,5,0,4,4,0,4,4,0,4,4,1,2,1,1,1,1,0,2,2,1,2,1,1,2,2,0,1,1,1,1,2,0,2,2,0,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,Bangladesh,Student,API user / client developer,0,1,0,0,2,0,0,,,,1,,29.6,30.49,30.64,24.01,14.43,45.91,4.85,9.4,14.36,8.77,29.93,16.47,16.63,27.01,30.98,21.26,9.28,32.09,15.82,14.84,5.53,16.71,8.18,6.16,53.16,5.47,14.41,14.06
275,0,3,3,1,3,3,1,4,4,0,4,4,1,4,5,1,4,4,0,4,4,0,4,4,1,3,3,1,3,3,0,4,5,0,5,5,0,4,4,0,2,4,1,2,2,1,2,1,0,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,0,2,3,1,2,3,0,2,3,Bangladesh,Teaching (Professor),API user / client developer,0,0,1,0,4,1,2,,,,1,,10.08,42.6,54.2,21.37,12.49,34.24,22.87,25.74,42.63,16.72,11.29,25.77,24.27,23.77,44.82,12.8,8.75,18.05,25.56,9.11,38.77,10.19,15.66,27.21,5.64,9.14,25.59,6.61
276,0,4,4,1,1,1,0,3,3,1,1,1,1,4,4,1,3,4,0,4,4,1,5,5,0,4,4,1,1,1,1,3,3,0,5,5,0,4,4,1,3,3,1,2,2,1,3,3,1,2,2,1,3,2,1,3,3,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,4,4,1,3,3,1,3,3,Canada,Student,Both API user and developer,0,1,0,1,1,0,1,good,yes,yes,1,add an instruction in the beginning,81.19,3649.28,28.5,14,127.76,37.86,51.79,29.71,69.82,13.53,34.72,216.51,71.63,79.71,18.52,10.37,11.27,8.16,17.7,15.65,21.7,12.34,11.07,11.59,9.22,32.18,10.63,13.53
277,0,4,5,0,4,5,1,4,5,0,4,3,1,3,3,0,4,5,1,4,4,1,2,2,0,4,4,0,4,3,0,4,4,0,4,4,0,4,4,1,2,2,1,2,1,1,2,1,0,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,Bangladesh,Student,API user / client developer,0,1,0,0,2,0,0,,,,1,,19.37,19.37,12.73,37.18,14.87,27.67,26.78,11.62,77.82,6.09,20.38,7.56,27.7,16.86,14.22,9.65,16.24,15.3,21.12,27.17,18.42,9.51,17.46,13.72,32.95,18.56,13.51,20.78
